"OBSERVATION_TYPE","SITE_ID","DATE","VARIABLE_NAME","VARIABLE_UNITS","VALUE"
"TAXON_COUNT","PA002",2009,"ACWO","count",0
"TAXON_COUNT","PA003",2009,"ACWO","count",0
"TAXON_COUNT","PA004",2009,"ACWO","count",0
"TAXON_COUNT","PA005",2009,"ACWO","count",0
"TAXON_COUNT","PA006",2009,"ACWO","count",0
"TAXON_COUNT","PA009",2009,"ACWO","count",0
"TAXON_COUNT","PA010",2009,"ACWO","count",0
"TAXON_COUNT","PA011",2009,"ACWO","count",0
"TAXON_COUNT","PA012",2009,"ACWO","count",0
"TAXON_COUNT","PA013",2009,"ACWO","count",0
"TAXON_COUNT","PA016",2009,"ACWO","count",0
"TAXON_COUNT","PA017",2009,"ACWO","count",0
"TAXON_COUNT","PA018",2009,"ACWO","count",0
"TAXON_COUNT","PA019",2009,"ACWO","count",0
"TAXON_COUNT","PA020",2009,"ACWO","count",0
"TAXON_COUNT","PA021",2009,"ACWO","count",0
"TAXON_COUNT","PA023",2009,"ACWO","count",0
"TAXON_COUNT","PA027",2009,"ACWO","count",0
"TAXON_COUNT","PA028",2009,"ACWO","count",0
"TAXON_COUNT","PA029",2009,"ACWO","count",0
"TAXON_COUNT","PA031",2009,"ACWO","count",0
"TAXON_COUNT","PA032",2009,"ACWO","count",0
"TAXON_COUNT","PA036",2009,"ACWO","count",0
"TAXON_COUNT","PA037",2009,"ACWO","count",0
"TAXON_COUNT","PA038",2009,"ACWO","count",0
"TAXON_COUNT","PA039",2009,"ACWO","count",0
"TAXON_COUNT","PA040",2009,"ACWO","count",0
"TAXON_COUNT","PA041",2009,"ACWO","count",0
"TAXON_COUNT","PA042",2009,"ACWO","count",0
"TAXON_COUNT","PA044",2009,"ACWO","count",0
"TAXON_COUNT","PA045",2009,"ACWO","count",0
"TAXON_COUNT","PA048",2009,"ACWO","count",0
"TAXON_COUNT","PA051",2009,"ACWO","count",0
"TAXON_COUNT","PA053",2009,"ACWO","count",0
"TAXON_COUNT","PA054",2009,"ACWO","count",0
"TAXON_COUNT","PA059",2009,"ACWO","count",0
"TAXON_COUNT","PA062",2009,"ACWO","count",0
"TAXON_COUNT","PA063",2009,"ACWO","count",0
"TAXON_COUNT","PA064",2009,"ACWO","count",0
"TAXON_COUNT","PA065",2009,"ACWO","count",0
"TAXON_COUNT","PA066",2009,"ACWO","count",0
"TAXON_COUNT","PA076",2009,"ACWO","count",0
"TAXON_COUNT","PA077",2009,"ACWO","count",0
"TAXON_COUNT","PA078",2009,"ACWO","count",0
"TAXON_COUNT","PA079",2009,"ACWO","count",0
"TAXON_COUNT","PA080",2009,"ACWO","count",0
"TAXON_COUNT","PA081",2009,"ACWO","count",0
"TAXON_COUNT","PA200",2009,"ACWO","count",0
"TAXON_COUNT","PA203",2009,"ACWO","count",0
"TAXON_COUNT","PA204",2009,"ACWO","count",0
"TAXON_COUNT","PA207",2009,"ACWO","count",0
"TAXON_COUNT","PA208",2009,"ACWO","count",0
"TAXON_COUNT","PA209",2009,"ACWO","count",0
"TAXON_COUNT","PA210",2009,"ACWO","count",0
"TAXON_COUNT","PA211",2009,"ACWO","count",0
"TAXON_COUNT","PA217",2009,"ACWO","count",0
"TAXON_COUNT","PA224",2009,"ACWO","count",0
"TAXON_COUNT","PA226",2009,"ACWO","count",0
"TAXON_COUNT","PA233",2009,"ACWO","count",0
"TAXON_COUNT","PA234",2009,"ACWO","count",0
"TAXON_COUNT","PA235",2009,"ACWO","count",0
"TAXON_COUNT","PA239",2009,"ACWO","count",0
"TAXON_COUNT","PA240",2009,"ACWO","count",0
"TAXON_COUNT","PA241",2009,"ACWO","count",0
"TAXON_COUNT","PA243",2009,"ACWO","count",0
"TAXON_COUNT","PA245",2009,"ACWO","count",0
"TAXON_COUNT","PA246",2009,"ACWO","count",0
"TAXON_COUNT","PA247",2009,"ACWO","count",0
"TAXON_COUNT","PA248",2009,"ACWO","count",0
"TAXON_COUNT","PA249",2009,"ACWO","count",0
"TAXON_COUNT","PA250",2009,"ACWO","count",0
"TAXON_COUNT","PA252",2009,"ACWO","count",0
"TAXON_COUNT","PA253",2009,"ACWO","count",0
"TAXON_COUNT","PA256",2009,"ACWO","count",0
"TAXON_COUNT","PA257",2009,"ACWO","count",0
"TAXON_COUNT","PA258",2009,"ACWO","count",0
"TAXON_COUNT","PA259",2009,"ACWO","count",0
"TAXON_COUNT","PA260",2009,"ACWO","count",0
"TAXON_COUNT","PA265",2009,"ACWO","count",0
"TAXON_COUNT","PA266",2009,"ACWO","count",0
"TAXON_COUNT","PA270",2009,"ACWO","count",0
"TAXON_COUNT","PA272",2009,"ACWO","count",0
"TAXON_COUNT","PA273",2009,"ACWO","count",0
"TAXON_COUNT","PA274",2009,"ACWO","count",0
"TAXON_COUNT","PA275",2009,"ACWO","count",0
"TAXON_COUNT","PA276",2009,"ACWO","count",0
"TAXON_COUNT","PA277",2009,"ACWO","count",0
"TAXON_COUNT","PA279",2009,"ACWO","count",0
"TAXON_COUNT","PA303",2009,"ACWO","count",0
"TAXON_COUNT","PA304",2009,"ACWO","count",0
"TAXON_COUNT","PA305",2009,"ACWO","count",0
"TAXON_COUNT","PA306",2009,"ACWO","count",0
"TAXON_COUNT","PA307",2009,"ACWO","count",0
"TAXON_COUNT","PA308",2009,"ACWO","count",0
"TAXON_COUNT","PA309",2009,"ACWO","count",0
"TAXON_COUNT","PA310",2009,"ACWO","count",0
"TAXON_COUNT","PA311",2009,"ACWO","count",0
"TAXON_COUNT","PA312",2009,"ACWO","count",0
"TAXON_COUNT","PA314",2009,"ACWO","count",0
"TAXON_COUNT","PA315",2009,"ACWO","count",0
"TAXON_COUNT","PA317",2009,"ACWO","count",0
"TAXON_COUNT","PA318",2009,"ACWO","count",0
"TAXON_COUNT","PA322",2009,"ACWO","count",0
"TAXON_COUNT","PA323",2009,"ACWO","count",0
"TAXON_COUNT","PA324",2009,"ACWO","count",0
"TAXON_COUNT","PA327",2009,"ACWO","count",0
"TAXON_COUNT","PA328",2009,"ACWO","count",0
"TAXON_COUNT","PA329",2009,"ACWO","count",0
"TAXON_COUNT","PA330",2009,"ACWO","count",0
"TAXON_COUNT","PA334",2009,"ACWO","count",0
"TAXON_COUNT","PA336",2009,"ACWO","count",0
"TAXON_COUNT","PA338",2009,"ACWO","count",0
"TAXON_COUNT","PA339",2009,"ACWO","count",0
"TAXON_COUNT","PA340",2009,"ACWO","count",0
"TAXON_COUNT","PA341",2009,"ACWO","count",0
